issue_id,report_id,report_url,report_date,coroner,area,issue_sentence,extract_error,similarity_group_id,group_label,group_description
iss_0000127,2026-0100,https://www.judiciary.uk/prevention-of-future-death-reports/rajwinder-singh-prevention-of-future-deaths-report/,2026-02-19,B. Richmond,London Inner West,Relevant healthcare information was not recorded in the ACCT.,,-1,,
iss_0000128,2026-0100,https://www.judiciary.uk/prevention-of-future-death-reports/rajwinder-singh-prevention-of-future-deaths-report/,2026-02-19,B. Richmond,London Inner West,There were significant gaps and omissions in record keeping.,,-1,,
iss_0000129,2026-0100,https://www.judiciary.uk/prevention-of-future-death-reports/rajwinder-singh-prevention-of-future-deaths-report/,2026-02-19,B. Richmond,London Inner West,Cell observations were not staggered and were occasionally missed.,,-1,,
iss_0000132,2026-0104,https://www.judiciary.uk/prevention-of-future-death-reports/jane-fenwick-prevention-of-future-deaths-report/,2026-02-19,H. Shah,Northamptonshire,The care home failed to supervise the resident during meals despite care plan recommendations.,,-1,,
iss_0000133,2026-0104,https://www.judiciary.uk/prevention-of-future-death-reports/jane-fenwick-prevention-of-future-deaths-report/,2026-02-19,H. Shah,Northamptonshire,The resident was not provided with food of the required soft consistency.,,-1,,
iss_0000134,2026-0104,https://www.judiciary.uk/prevention-of-future-death-reports/jane-fenwick-prevention-of-future-deaths-report/,2026-02-19,H. Shah,Northamptonshire,The resident was not referred to Speech and Language Therapy despite an identified choking risk.,,-1,,
iss_0000135,2026-0104,https://www.judiciary.uk/prevention-of-future-death-reports/jane-fenwick-prevention-of-future-deaths-report/,2026-02-19,H. Shah,Northamptonshire,The threshold for Speech and Language Therapy intervention is insufficient for high-risk individuals.,,-1,,
iss_0000136,2026-0104,https://www.judiciary.uk/prevention-of-future-death-reports/jane-fenwick-prevention-of-future-deaths-report/,2026-02-19,H. Shah,Northamptonshire,Excessive waiting lists for Speech and Language Therapy delay necessary clinical support.,,-1,,
iss_0000137,2026-0102,https://www.judiciary.uk/prevention-of-future-death-reports/jacqueline-joseph-prevention-of-future-deaths-report/,2026-02-19,B. Patel,Bedfordshire and Luton,Two battery-operated smoke alarms were incorrectly installed at the premises.,,-1,,
iss_0000138,2026-0102,https://www.judiciary.uk/prevention-of-future-death-reports/jacqueline-joseph-prevention-of-future-deaths-report/,2026-02-19,B. Patel,Bedfordshire and Luton,No careline provision was installed at the premises.,,-1,,
iss_0000139,2026-0098,https://www.judiciary.uk/prevention-of-future-death-reports/martin-ormond-prevention-of-future-deaths-report/,2026-02-18,A. Wilson,Blackpool and Fylde,The GP surgery lacked a system to ensure amended or additional clinical reports reach the relevant clinician.,,-1,,
iss_0000140,2026-0098,https://www.judiciary.uk/prevention-of-future-death-reports/martin-ormond-prevention-of-future-deaths-report/,2026-02-18,A. Wilson,Blackpool and Fylde,Clinical decisions were made by the GP without access to critical diagnostic information.,,-1,,
iss_0000141,2026-0094,https://www.judiciary.uk/prevention-of-future-death-reports/benjamin-websdale-prevention-of-future-deaths-report/,2026-02-17,P. Schofield,"West Sussex, Brighton and Hove",There is no local or national recording of police officers who have died by or attempted suicide during misconduct investigations.,,-1,,
iss_0000142,2026-0094,https://www.judiciary.uk/prevention-of-future-death-reports/benjamin-websdale-prevention-of-future-deaths-report/,2026-02-17,P. Schofield,"West Sussex, Brighton and Hove",The lack of data prevents the police service from identifying prevalence and implementing necessary support measures.,,-1,,
iss_0000143,2026-0094,https://www.judiciary.uk/prevention-of-future-death-reports/benjamin-websdale-prevention-of-future-deaths-report/,2026-02-17,P. Schofield,"West Sussex, Brighton and Hove",Not all police forces in England and Wales have implemented the recognised Suicide Trauma Education Prevention campaign.,,-1,,
iss_0000144,2026-0097,https://www.judiciary.uk/prevention-of-future-death-reports/edward-hand-prevention-of-future-deaths-report/,2026-02-17,B. Patel,Bedfordshire and Luton,The Under the Influence Protocol was not being utilised by prison or healthcare staff.,,-1,,
iss_0000145,2026-0097,https://www.judiciary.uk/prevention-of-future-death-reports/edward-hand-prevention-of-future-deaths-report/,2026-02-17,B. Patel,Bedfordshire and Luton,Methadone administration was applied inconsistently by staff.,,-1,,
iss_0000146,2026-0097,https://www.judiciary.uk/prevention-of-future-death-reports/edward-hand-prevention-of-future-deaths-report/,2026-02-17,B. Patel,Bedfordshire and Luton,Healthcare staff failed to use suction equipment to clear the airway during the emergency response.,,-1,,
iss_0000147,2026-0097,https://www.judiciary.uk/prevention-of-future-death-reports/edward-hand-prevention-of-future-deaths-report/,2026-02-17,B. Patel,Bedfordshire and Luton,Prison staff and healthcare providers were working to different policies and protocols.,,-1,,
iss_0000148,2026-0097,https://www.judiciary.uk/prevention-of-future-death-reports/edward-hand-prevention-of-future-deaths-report/,2026-02-17,B. Patel,Bedfordshire and Luton,The NHFT policy lacked sufficient clarity regarding local institutional protocols.,,-1,,
iss_0000149,2026-0095,https://www.judiciary.uk/prevention-of-future-death-reports/geoffrey-gudgeon-prevention-of-future-deaths-report/,2026-02-16,A. Cox,Cornwall and the Isles of Scilly,The Penhallow reablement unit was unable to meet the clinical needs of the patient.,,-1,,
iss_0000151,2026-0096,https://www.judiciary.uk/prevention-of-future-death-reports/edward-jones-prevention-of-future-deaths-report-2/,2026-02-13,O. Longstaff,Yorkshire West Eastern,A failure in communication led to the incorrect assumption that a raised lactate level had returned to normal.,,-1,,
iss_0000152,2026-0096,https://www.judiciary.uk/prevention-of-future-death-reports/edward-jones-prevention-of-future-deaths-report-2/,2026-02-13,O. Longstaff,Yorkshire West Eastern,Staff failed to repeat a venous blood gas showing raised lactate.,,-1,,
iss_0000153,2026-0096,https://www.judiciary.uk/prevention-of-future-death-reports/edward-jones-prevention-of-future-deaths-report-2/,2026-02-13,O. Longstaff,Yorkshire West Eastern,Shortages in medical staff and beds compromised clinical management.,,-1,,
iss_0000154,2026-0096,https://www.judiciary.uk/prevention-of-future-death-reports/edward-jones-prevention-of-future-deaths-report-2/,2026-02-13,O. Longstaff,Yorkshire West Eastern,Delays in shared care between paediatric emergency and general medicine teams occurred.,,-1,,
iss_0000155,2026-0096,https://www.judiciary.uk/prevention-of-future-death-reports/edward-jones-prevention-of-future-deaths-report-2/,2026-02-13,O. Longstaff,Yorkshire West Eastern,The threshold for administering antibiotics was not met despite clinical indicators.,,-1,,
iss_0000156,2026-0096,https://www.judiciary.uk/prevention-of-future-death-reports/edward-jones-prevention-of-future-deaths-report-2/,2026-02-13,O. Longstaff,Yorkshire West Eastern,Clinical signs including upper thigh pain and elevated CRP were not given sufficient weight.,,-1,,
iss_0000157,2026-0096,https://www.judiciary.uk/prevention-of-future-death-reports/edward-jones-prevention-of-future-deaths-report-2/,2026-02-13,O. Longstaff,Yorkshire West Eastern,A lack of pyrexia was falsely used as a reassuring factor.,,-1,,
iss_0000158,2026-0087,https://www.judiciary.uk/prevention-of-future-death-reports/james-fitzpatrick-prevention-of-future-deaths-report/,2026-02-12,R. Griffin,Dorset,There is a lack of written national guidance on how clinical handovers should be undertaken.,,-1,,
iss_0000159,2026-0087,https://www.judiciary.uk/prevention-of-future-death-reports/james-fitzpatrick-prevention-of-future-deaths-report/,2026-02-12,R. Griffin,Dorset,There is no national guidance for handovers in healthcare settings outside of emergency acute care.,,-1,,
iss_0000160,2026-0087,https://www.judiciary.uk/prevention-of-future-death-reports/james-fitzpatrick-prevention-of-future-deaths-report/,2026-02-12,R. Griffin,Dorset,The Trust lacks written guidance or policy regarding how handovers should be undertaken and recorded.,,-1,,
iss_0000161,2026-0087,https://www.judiciary.uk/prevention-of-future-death-reports/james-fitzpatrick-prevention-of-future-deaths-report/,2026-02-12,R. Griffin,Dorset,Inaccurate patient information regarding choking risks and dietary requirements was not recorded in official risk assessments.,,-1,,
iss_0000162,2026-0087,https://www.judiciary.uk/prevention-of-future-death-reports/james-fitzpatrick-prevention-of-future-deaths-report/,2026-02-12,R. Griffin,Dorset,The daily written handover sheet failed to include pertinent general information about the patient.,,-1,,
iss_0000163,2026-0087,https://www.judiciary.uk/prevention-of-future-death-reports/james-fitzpatrick-prevention-of-future-deaths-report/,2026-02-12,R. Griffin,Dorset,The absence of standardised handover guidance creates a risk of incorrect or incomplete information being passed to caregivers.,,-1,,
iss_0000164,2026-0093,https://www.judiciary.uk/prevention-of-future-death-reports/rita-thomas-and-christine-dale-prevention-of-future-deaths-report/,2026-02-12,R. Cohen,Cumbria,The speed limit on the A684 provides insufficient time for drivers to react to vehicles crossing their path at the junction.,,-1,,
iss_0000165,2026-0086,https://www.judiciary.uk/prevention-of-future-death-reports/chloe-ulett-prevention-of-future-deaths-report/,2026-02-11,E. Brown,Birmingham and Solihull,There are no NICE or BMJ best practice guidelines recommending ammonia testing for undifferentiated acutely presenting confused patients.,,-1,,
iss_0000166,2026-0086,https://www.judiciary.uk/prevention-of-future-death-reports/chloe-ulett-prevention-of-future-deaths-report/,2026-02-11,E. Brown,Birmingham and Solihull,Early measurement of ammonia levels in adults presenting with behavioural change and confusion is not routine national practice.,,-1,,
iss_0000167,2026-0086,https://www.judiciary.uk/prevention-of-future-death-reports/chloe-ulett-prevention-of-future-deaths-report/,2026-02-11,E. Brown,Birmingham and Solihull,The RCEM guidance on acute behavioural disturbance does not sufficiently assist in identifying when metabolic screens are clinically indicated.,,-1,,
iss_0000168,2026-0086,https://www.judiciary.uk/prevention-of-future-death-reports/chloe-ulett-prevention-of-future-deaths-report/,2026-02-11,E. Brown,Birmingham and Solihull,The RCEM guidance fails to include urea cycle disorders in the table of potential factors leading to acute behavioural disturbance presentations.,,-1,,
iss_0000169,2026-0086,https://www.judiciary.uk/prevention-of-future-death-reports/chloe-ulett-prevention-of-future-deaths-report/,2026-02-11,E. Brown,Birmingham and Solihull,There is no clear guidance regarding the appropriate referral pathway when ammonia levels are found to be raised.,,-1,,
iss_0000170,2026-0086,https://www.judiciary.uk/prevention-of-future-death-reports/chloe-ulett-prevention-of-future-deaths-report/,2026-02-11,E. Brown,Birmingham and Solihull,The association between postpartum periods and the unmasking of previously undiagnosed urea cycle disorders is not known outside metabolic speciality teams.,,-1,,
iss_0000171,2026-0086,https://www.judiciary.uk/prevention-of-future-death-reports/chloe-ulett-prevention-of-future-deaths-report/,2026-02-11,E. Brown,Birmingham and Solihull,There is a national risk of delayed diagnosis due to the lack of consideration for ammonia testing in patients with acute behavioural disturbance.,,-1,,
iss_0000172,2026-0082,https://www.judiciary.uk/prevention-of-future-death-reports/samuel-dickinson-prevention-of-future-deaths-report/,2026-02-10,M. Pemberton,Manchester West,Firearms legislation lacks a requirement for licence holders to self-report changes in mental health or medical circumstances.,,-1,,
iss_0000173,2026-0082,https://www.judiciary.uk/prevention-of-future-death-reports/samuel-dickinson-prevention-of-future-deaths-report/,2026-02-10,M. Pemberton,Manchester West,There is no obligation for general practitioners to record firearms licences on medical records to assist with risk flagging.,,-1,,
iss_0000174,2026-0082,https://www.judiciary.uk/prevention-of-future-death-reports/samuel-dickinson-prevention-of-future-deaths-report/,2026-02-10,M. Pemberton,Manchester West,General practitioners are not required to report relevant medical issues to firearms licence units.,,-1,,
